id	ALPHA_J2000	DELTA_J2000	FLUX_RADIUS	CLASS_STAR	fitclass	Z_B	Z_B_MIN	Z_B_MAX	T_B	star_flag	MAG_u	MAG_g	MAG_r	MAG_i	MAG_y	MAG_z
W1m0m1_127810	34.3824065	-7.87108682	2.70474	0.0261877	0	0.19	0.034	0.346	1.455	0	25.0944	23.6586	22.9004	22.4131	-99.0	22.2987
W1m0m1_127867	34.1174101	-7.870699362	2.08228	0.574095	0	0.7	0.477	0.923	1.091	0	26.2152	24.4548	22.987	21.7113	-99.0	21.2139
W1m0m1_127871	34.57617401	-7.87116139	2.72165	0.0285993	0	0.97	0.711	1.229	1.091	0	26.2806	25.3234	23.5832	22.4187	-99.0	21.4071
W1m0m1_127993	34.91946003	-7.870311986	3.57949	0.0265721	0	0.81	0.572	1.048	1.364	0	25.071	24.1619	22.9987	21.8287	-99.0	21.2363
W1m0m1_128003	34.79558407	-7.870464011	2.49627	0.0318064	0	0.84	0.598	1.082	1.273	0	25.4829	24.4963	23.1954	21.9532	-99.0	21.2178
W1m0m1_128141	34.46430804	-7.870683593	2.93496	0.0326726	0	0.59	0.381	0.799	1.0	0	26.6723	23.8499	22.3571	21.1937	-99.0	20.7659
W1m0m1_128188	34.75126795	-7.869427465	2.04482	0.243786	0	0.53	0.329	0.731	1.455	0	25.2372	23.9827	22.7263	21.9703	-99.0	21.5944
W1m0m1_128269	34.30190244	-7.869040912	3.59046	0.0184954	0	1.15	0.84	1.432	1.182	0	25.6292	24.8722	23.6283	22.4485	-99.0	21.4899
W1m0m1_128377	34.46301965	-7.868728567	2.35089	0.0398321	0	0.5	0.303	0.697	1.091	0	25.7633	23.7175	22.2291	21.4372	-99.0	21.0248
W1m0m1_128392	34.91070277	-7.869311097	3.97947	0.0280309	0	0.73	0.503	0.957	1.273	0	25.0118	23.7318	22.6225	21.3607	-99.0	20.8334
W1m0m1_128453	34.14840308	-7.868735806	2.98961	0.0294093	0	0.37	0.19	0.55	1.091	0	25.6801	23.8646	22.5077	21.8646	-99.0	21.5771
W1m0m1_128515	34.11679354	-7.868039507	2.91981	0.0414461	0	0.8	0.564	1.036	1.182	0	24.9799	24.0031	22.4813	21.2387	-99.0	20.7166
W1m0m1_128631	34.14611255	-7.867281459	2.1752	0.0489566	0	0.37	0.19	0.55	1.0	0	25.7292	23.7175	22.3021	21.6745	-99.0	21.3047
W1m0m1_128825	34.29353546	-7.866422628	2.15445	0.570827	0	0.75	0.52	0.98	1.0	0	99.0	25.0866	23.4307	21.9881	-99.0	21.3194
W1m0m1_128838	34.38855152	-7.866650373	2.24285	0.064739	0	0.57	0.364	0.776	1.0	0	27.1017	24.1186	22.6984	21.5526	-99.0	21.1561
W1m0m1_128862	34.63122227	-7.866351564	2.50068	0.0305858	0	0.63	0.416	0.844	1.273	0	25.4444	24.0976	22.8336	21.8744	-99.0	21.3467
W1m0m1_129036	34.87127756	-7.865746248	2.42634	0.0774673	0	0.86	0.616	1.2	1.455	0	25.2996	24.4652	23.4164	22.2184	-99.0	21.5877
W1m0m1_129178	34.13983535	-7.864934432	3.47311	0.0235094	0	0.67	0.451	0.889	1.455	0	25.5264	24.3666	23.2388	22.2499	-99.0	21.8035
W1m0m1_129416	34.27345273	-7.864347266	2.22572	0.154882	0	0.46	0.268	0.652	1.0	0	25.7934	23.5131	22.0516	21.1225	-99.0	20.767
W1m0m1_129483	34.87048069	-7.864621771	3.55963	0.0286425	0	0.23	0.068	0.392	1.0	0	24.2577	22.5224	21.4859	21.0033	-99.0	20.7755
W1m0m1_129658	34.57405926	-7.862918953	2.58561	0.0329155	0	0.68	0.459	0.901	1.091	0	27.1559	25.1823	23.5265	22.3111	-99.0	21.8287
W1m0m1_129812	34.73398663	-7.8635488	2.87975	0.0317739	0	0.47	0.277	0.663	1.0	0	25.5091	22.932	21.4708	20.714	-99.0	20.3223
W1m0m1_130294	34.85842536	-7.86042927	2.46343	0.0474588	0	0.26	0.095	0.44	1.0	0	24.0171	22.3841	21.2144	20.7356	-99.0	20.3784
W1m0m1_130643	34.38595601	-7.858780838	4.52038	0.0236143	0	0.55	0.346	0.754	1.0	0	27.5525	24.0048	22.8384	21.7269	-99.0	21.2561
W1m0m1_130779	34.92542758	-7.858047257	2.57682	0.0302851	0	0.8	0.564	1.036	1.0	0	99.0	25.6353	23.7403	22.4151	-99.0	21.6169
W1m0m1_130811	34.39427239	-7.857886026	3.29983	0.025239	0	0.8	0.564	1.036	1.091	0	26.7201	25.3395	23.6681	22.3343	-99.0	21.7125
W1m0m1_131044	34.70292168	-7.858948539	3.37405	0.0294456	0	0.32	0.147	0.493	1.091	0	23.1508	21.5655	20.2791	19.7078	-99.0	19.4122
W1m0m1_131306	34.96536787	-7.85625807	2.32143	0.0387198	0	0.79	0.555	1.025	1.091	0	26.2539	24.6382	22.8812	21.5285	-99.0	20.7928
W1m0m1_131374	34.55983081	-7.856408504	3.45327	0.0329305	0	0.71	0.485	0.935	1.0	0	99.0	24.7568	23.0186	21.679	-99.0	21.1885
W1m0m1_131579	34.40135145	-7.854934965	2.39579	0.0468418	0	0.56	0.355	0.765	1.0	0	26.5723	23.9778	22.4736	21.3683	-99.0	20.8752
W1m0m1_131722	34.35945675	-7.854138476	2.49359	0.0291484	0	0.87	0.624	1.116	1.273	0	25.5822	24.7683	23.3583	22.1106	-99.0	21.4451
W1m0m1_131727	34.89274239	-7.855913358	4.39518	0.0286367	0	0.5	0.303	0.697	1.182	0	24.3839	22.5651	21.181	20.447	-99.0	19.971
W1m0m1_131771	34.30441539	-7.855091041	2.77851	0.0330715	0	0.47	0.25	0.663	1.455	0	23.1825	21.8702	20.7552	20.0574	-99.0	19.7464
W1m0m1_131779	34.30382933	-7.854087677	3.40418	0.0252925	0	0.49	0.28	0.686	1.364	0	25.4321	23.9687	22.8723	22.1222	-99.0	21.7807
W1m0m1_131811	34.4239475	-7.853843613	3.71136	0.023226	0	0.65	0.433	0.867	1.364	0	25.7801	24.5096	23.2609	22.2404	-99.0	21.8141
W1m0m1_131894	34.88407161	-7.853922817	2.81336	0.032699	0	0.52	0.32	0.72	1.091	0	25.5426	23.6541	22.2728	21.322	-99.0	20.9104
W1m0m1_131989	34.35801212	-7.853913787	2.2836	0.16895	0	0.39	0.207	0.573	1.0	0	24.6418	22.5681	21.1104	20.3756	-99.0	20.0546
W1m0m1_132019	34.4993029	-7.854379441	3.74859	0.0286607	0	0.47	0.277	0.663	1.273	0	24.4252	23.0012	21.6515	21.0108	-99.0	20.5745
W1m0m1_132084	34.14550585	-7.852437152	2.36143	0.0504124	0	0.84	0.598	1.082	1.091	0	27.0157	25.6151	23.7369	22.4192	-99.0	21.6639
W1m0m1_132206	34.18552798	-7.851908497	1.93086	0.67028	0	0.49	0.294	0.686	1.091	0	26.3352	24.2506	22.8428	22.0296	-99.0	21.6777
W1m0m1_132246	34.29365265	-7.852428305	2.7773	0.0295881	0	0.69	0.468	0.912	1.091	0	25.7254	24.0853	22.5758	21.3735	-99.0	20.8656
W1m0m1_132476	34.40449335	-7.850931494	2.40219	0.0383667	0	0.24	0.077	0.403	1.364	0	25.1716	23.7878	22.8009	22.3743	-99.0	22.1997
W1m0m1_132561	34.13942786	-7.850852879	2.92875	0.0281053	0	0.54	0.338	0.742	1.182	0	26.0013	24.2254	22.8879	21.9941	-99.0	21.5417
W1m0m1_132667	34.09201801	-7.849812104	3.83113	0.0180242	0	0.64	0.425	0.855	1.273	0	25.852	24.541	23.275	22.2958	-99.0	21.7949
W1m0m1_132962	34.28359335	-7.848809668	2.77866	0.0389378	0	0.51	0.312	0.708	1.091	0	26.2045	24.0824	22.6598	21.8307	-99.0	21.3841
W1m0m1_133101	34.03747032	-7.84803366	2.07156	0.240727	0	0.77	0.538	1.002	1.0	0	27.6496	25.1961	23.3967	22.1872	-99.0	21.415
W1m0m1_133487	34.76015556	-7.846499569	2.83131	0.117987	0	0.83	0.59	1.07	1.0	0	27.3013	25.7218	23.8957	22.4322	-99.0	21.4968
W1m0m1_133505	34.13110559	-7.846294603	2.18332	0.0367794	0	0.32	0.147	0.493	1.182	0	25.717	24.0945	22.8712	22.295	-99.0	22.0066
W1m0m1_133551	34.11442603	-7.84611192	2.85718	0.0293581	0	0.52	0.32	0.72	1.455	0	25.0685	23.9122	22.5689	21.9211	-99.0	21.4778
W1m0m1_133597	34.87878472	-7.848087493	3.29872	0.0297978	0	0.34	0.164	0.516	1.0	0	23.7074	21.896	20.4541	19.8679	-99.0	19.545
W1m0m1_133639	34.0909228	-7.845823307	2.34727	0.0481872	0	1.07	0.798	1.342	1.273	0	25.0343	24.2835	23.2442	22.1415	-99.0	21.1442
W1m0m1_133687	34.68261032	-7.846108301	2.63206	0.0312817	0	0.79	0.555	1.025	1.455	0	24.5357	23.7128	22.6529	21.3524	-99.0	20.9401
W1m0m1_133926	34.88044987	-7.847004594	3.90689	0.028799	0	0.65	0.433	0.867	1.455	0	23.8144	22.7599	21.4401	20.479	-99.0	20.0647
W1m0m1_133957	34.87512958	-7.844290958	2.84134	0.0315125	0	0.86	0.616	1.104	1.273	0	25.7059	24.9701	23.552	22.2913	-99.0	21.7323
W1m0m1_133965	34.33026297	-7.845133417	3.05328	0.0298705	0	0.28	0.112	0.448	1.182	0	24.3389	22.8903	21.7092	21.1824	-99.0	21.0381
W1m0m1_134000	34.71428538	-7.844722608	2.32654	0.075649	0	0.45	0.26	0.64	1.091	0	25.214	23.3333	21.9228	21.1816	-99.0	20.8168
W1m0m1_134169	34.50935447	-7.845480889	3.4303	0.0286811	0	0.5	0.303	0.697	1.364	0	23.8841	22.5468	21.137	20.4078	-99.0	20.0631
W1m0m1_134291	34.03359287	-7.843640732	2.6029	0.0428844	0	0.69	0.468	0.912	1.0	0	25.8995	23.8204	22.2223	20.8817	-99.0	20.4328
W1m0m1_134318	34.22955138	-7.843952488	2.40212	0.0373304	0	0.57	0.364	0.776	1.091	0	25.2173	23.1419	21.7051	20.6544	-99.0	20.2538
W1m0m1_134493	34.77433467	-7.842640104	2.40495	0.301563	0	0.32	0.147	0.493	1.0	0	25.401	23.3387	22.0904	21.5726	-99.0	21.2477
W1m0m1_134578	34.64855907	-7.843399404	3.46692	0.0286782	0	0.48	0.286	0.674	1.0	0	24.7825	22.5031	20.966	19.9449	-99.0	19.5697
W1m0m1_134592	34.33826046	-7.842329427	2.89719	0.0275412	0	0.18	0.025	0.335	1.364	0	24.8869	23.4142	22.5487	22.147	-99.0	22.0641
W1m0m1_134611	34.04057619	-7.842555768	3.54832	0.029547	0	0.76	0.529	0.991	1.0	0	27.0628	24.8292	23.0818	21.6738	-99.0	20.9916
W1m0m1_134691	34.10271879	-7.841450414	2.55381	0.029865	0	0.51	0.312	0.708	1.455	0	25.349	24.1338	22.8172	22.1292	-99.0	21.7747
W1m0m1_134805	34.21843279	-7.840901177	2.19509	0.143013	0	0.72	0.494	0.946	1.182	0	26.2927	24.6483	23.3156	22.2285	-99.0	21.3647
W1m0m1_134881	34.35870645	-7.841325834	2.53573	0.0363869	0	0.68	0.459	0.901	1.273	0	24.8732	23.6204	22.2397	21.1045	-99.0	20.7175
W1m0m1_134895	34.8089075	-7.840709403	2.47228	0.0291683	0	0.42	0.234	0.606	1.091	0	25.3434	23.6065	22.1498	21.5125	-99.0	21.091
W1m0m1_134958	34.15701476	-7.840317133	2.30106	0.0505941	0	0.5	0.303	0.697	1.0	0	26.4463	23.7734	22.1938	21.3594	-99.0	20.9452
W1m0m1_135427	34.33152746	-7.840010034	2.90068	0.0295317	0	0.3	0.129	0.471	1.273	0	23.2966	21.8743	20.7667	20.2071	-99.0	19.964
W1m0m1_135570	34.90301175	-7.839083783	3.29282	0.0289338	0	0.44	0.251	0.629	1.273	0	23.7339	22.2649	20.8451	20.2147	-99.0	19.8509
W1m0m1_135610	34.44449973	-7.838120403	2.50019	0.0341922	0	0.49	0.294	0.686	1.0	0	26.008	23.5314	21.9984	21.0475	-99.0	20.6736
W1m0m1_135660	34.75098553	-7.837249756	2.71049	0.0313637	0	0.51	0.312	0.708	1.273	0	25.7065	24.1995	22.9407	22.1682	-99.0	21.7481
W1m0m1_135811	34.10075561	-7.836524727	2.95581	0.0260655	0	0.77	0.538	1.002	1.0	0	99.0	25.6321	23.8453	22.3887	-99.0	21.7699
W1m0m1_135998	34.39756585	-7.836932171	3.33591	0.024607	0	0.51	0.312	0.708	1.273	0	25.8785	24.3775	23.1106	22.3462	-99.0	21.9003
W1m0m1_136350	34.34460878	-7.834526111	3.0185	0.0286938	0	0.21	0.051	0.369	1.091	0	24.6089	23.0189	21.9502	21.5214	-99.0	21.3314
W1m0m1_136575	34.7304081	-7.833395954	2.56637	0.0330513	0	1.02	0.755	1.31	1.273	0	25.3889	25.0215	23.7533	22.4802	-99.0	21.7274
W1m0m1_136686	34.41439678	-7.833611686	3.2218	0.0301216	0	0.94	0.685	1.195	1.091	0	25.9824	25.119	23.1942	21.7424	-99.0	21.0612
W1m0m1_136747	34.83245469	-7.832712442	2.78054	0.0280932	0	0.76	0.529	0.991	1.091	0	26.598	25.0311	23.5304	22.091	-99.0	21.5038
W1m0m1_137025	34.33495144	-7.8311314	2.02437	0.444754	0	0.65	0.433	0.867	1.0	0	99.0	25.2976	23.5894	22.3201	-99.0	22.0476
W1m0m1_137236	34.10643579	-7.830062282	2.25495	0.0686717	0	0.73	0.503	0.957	1.091	0	26.9023	25.2854	23.7822	22.4642	-99.0	21.9257
W1m0m1_137260	34.33696173	-7.830662671	3.05284	0.0282297	0	0.28	0.112	0.45	1.182	0	25.0041	23.5245	22.386	21.915	-99.0	21.6453
W1m0m1_137307	34.40388457	-7.830020068	3.20491	0.0248634	0	0.61	0.399	0.821	1.0	0	99.0	25.0074	23.4654	22.2922	-99.0	21.8608
W1m0m1_137527	34.80780195	-7.829353152	2.54984	0.07637	0	0.5	0.303	0.697	1.0	0	26.302	23.5639	22.1523	21.217	-99.0	20.9068
W1m0m1_137549	34.64650205	-7.830304132	2.79472	0.0568617	0	0.4	0.216	0.584	1.091	0	24.8755	22.9668	21.6697	20.9808	-99.0	20.6176
W1m0m1_137613	34.89683442	-7.828812408	2.50651	0.0330469	0	0.85	0.607	1.093	1.091	0	25.8841	24.5016	22.8175	21.656	-99.0	20.6903
W1m0m1_137841	34.404004	-7.827976744	2.51619	0.0308308	0	0.56	0.355	0.765	1.0	0	99.0	24.8788	23.2188	22.2393	-99.0	21.8299
W1m0m1_138188	34.80110321	-7.826388794	2.50797	0.0327482	0	0.37	0.19	0.55	1.364	0	24.7283	23.3335	22.1875	21.6229	-99.0	21.237
W1m0m1_138224	34.67549574	-7.825953931	3.17211	0.0266492	0	0.68	0.459	0.901	1.455	0	25.697	24.6975	23.4969	22.4482	-99.0	22.1355
W1m0m1_138414	34.49532119	-7.826804213	3.2415	0.0292616	0	0.75	0.52	0.98	1.273	0	24.5241	23.4417	22.059	20.8009	-99.0	20.322
W1m0m1_138604	34.34420949	-7.824801168	3.3581	0.0287419	0	0.3	0.129	0.471	1.091	0	24.9571	23.2046	22.0328	21.4225	-99.0	21.2438
W1m0m1_138630	34.39886207	-7.824314925	2.52155	0.144827	0	0.57	0.364	0.776	1.091	0	26.6048	24.5467	23.2072	22.1232	-99.0	21.727
W1m0m1_138681	34.41115277	-7.824920367	3.84921	0.0284886	0	0.43	0.242	0.618	1.0	0	25.7579	23.5208	22.0654	21.302	-99.0	20.9105
W1m0m1_138775	34.86433771	-7.823231886	2.75865	0.0291101	0	0.25	0.086	0.43	1.273	0	25.1153	23.689	22.7033	22.2573	-99.0	21.9424
W1m0m1_138858	34.3369856	-7.823617764	2.94636	0.0325192	0	0.66	0.442	0.878	1.0	0	99.0	24.0896	22.3918	21.1486	-99.0	20.7402
W1m0m1_138959	34.3526279	-7.823556128	2.68763	0.034369	0	0.3	0.129	0.471	1.0	0	24.1384	22.3662	21.1326	20.6076	-99.0	20.2933
W1m0m1_139033	34.93561569	-7.82368902	3.34327	0.0287755	0	0.24	0.077	0.43	1.364	0	22.8588	21.4763	20.5618	20.039	-99.0	19.7362
W1m0m1_139094	34.67062997	-7.822176883	2.63669	0.0319807	0	0.47	0.277	0.663	1.0	0	25.9484	23.541	22.065	21.1545	-99.0	20.8029
W1m0m1_139107	34.22558378	-7.821621305	2.44201	0.029346	0	0.87	0.624	1.21	1.273	0	25.9466	25.2884	23.9211	22.4344	-99.0	22.024
W1m0m1_139139	34.33639052	-7.821774183	3.20253	0.0249617	0	0.55	0.346	0.754	1.364	0	25.8252	24.3809	23.2512	22.3758	-99.0	22.0111
W1m0m1_139217	34.54771336	-7.822041585	3.06957	0.0287865	0	0.35	0.173	0.527	1.091	0	24.2174	22.5074	21.1547	20.5901	-99.0	20.2578
W1m0m1_139295	34.61202518	-7.822328632	2.69373	0.0591022	0	0.51	0.312	0.708	1.091	0	25.6669	23.5745	22.2163	21.3217	-99.0	20.9457
W1m0m1_139354	34.84587414	-7.82167763	3.22074	0.028869	0	0.5	0.303	0.697	1.182	0	24.0584	22.4075	20.9792	20.195	-99.0	19.7882
W1m0m1_139661	34.2713855	-7.819639029	3.04456	0.0272783	0	0.83	0.59	1.07	1.091	0	26.4026	25.0441	23.4125	22.0583	-99.0	21.3021
W1m0m1_140015	34.46216777	-7.818425502	2.37114	0.206639	0	0.5	0.303	0.697	1.364	0	24.381	23.0479	21.7158	21.0018	-99.0	20.6408
W1m0m1_140247	34.27407517	-7.817772239	2.25683	0.302595	0	0.41	0.225	0.595	1.0	0	24.8873	22.7265	21.2628	20.5021	-99.0	20.1663
W1m0m1_140447	34.75519645	-7.816447642	2.37125	0.0401627	0	0.53	0.329	0.731	1.091	0	25.4728	23.6787	22.1442	21.2356	-99.0	20.7896
W1m0m1_140787	34.57042722	-7.814815138	2.65316	0.0327277	0	0.57	0.364	0.776	1.182	0	25.9502	24.2796	22.8597	21.9796	-99.0	21.4226
W1m0m1_141012	34.593247	-7.813591684	2.39898	0.0819606	0	0.51	0.312	0.708	1.0	0	27.3968	24.465	23.1338	22.1781	-99.0	21.7824
W1m0m1_141128	34.95019616	-7.814181861	3.02787	0.031292	0	0.37	0.19	0.55	1.455	0	23.0695	21.8416	20.6454	20.1462	-99.0	19.8264
W1m0m1_141364	34.12018477	-7.811735883	2.38808	0.0433575	0	0.78	0.546	1.014	1.0	0	27.0041	24.9149	23.1247	21.7781	-99.0	20.9922
W1m0m1_141399	34.43833836	-7.811811014	2.62026	0.0294	0	0.2	0.042	0.36	1.091	0	24.9794	23.346	22.4008	21.9239	-99.0	21.6619
W1m0m1_141747	34.36913691	-7.810292322	2.65599	0.0289643	0	0.34	0.164	0.53	1.455	0	25.0651	23.7601	22.6471	22.0866	-99.0	21.836
W1m0m1_141986	34.44690825	-7.809710654	2.68096	0.0275768	0	0.21	0.051	0.4	1.182	0	25.2196	23.6995	22.8126	22.3465	-99.0	21.9839
W1m0m1_142191	34.8842225	-7.808339399	2.91653	0.0258288	0	0.22	0.06	0.38	1.0	0	25.6081	23.7995	22.8372	22.4205	-99.0	21.9892
W1m0m1_142953	34.49478221	-7.805203642	2.62542	0.0288622	0	0.5	0.303	0.697	1.455	0	25.1226	23.9221	22.6183	22.0232	-99.0	21.5404
W1m0m1_143110	34.58516296	-7.806133384	3.5949	0.0285487	0	0.81	0.572	1.048	1.091	0	25.7033	24.3252	22.5601	21.2567	-99.0	20.552
W1m0m1_143156	34.78986808	-7.804281962	2.4407	0.0331366	0	0.8	0.564	1.036	1.0	0	27.1682	25.3637	23.4505	22.1278	-99.0	21.4068
W1m0m1_143302	34.4332369	-7.804843585	3.90652	0.0288961	0	0.25	0.086	0.43	1.455	0	23.0157	21.6728	20.783	20.2736	-99.0	19.9917
W1m0m1_144088	34.43617894	-7.801173723	2.75578	0.0317682	0	0.21	0.051	0.4	1.091	0	23.9938	22.4899	21.5187	21.0516	-99.0	20.7326
W1m0m1_144116	34.59277906	-7.800932979	4.18463	0.00162981	0	0.89	0.642	1.44	1.455	0	25.3609	24.5457	23.6586	22.4331	-99.0	21.6804
W1m0m1_144240	34.88577055	-7.799123199	2.29549	0.0366988	0	0.24	0.077	0.45	1.182	0	24.9309	23.4269	22.4031	21.9547	-99.0	21.5305
W1m0m1_144262	34.30760271	-7.799497439	2.64177	0.0297301	0	0.61	0.399	0.821	1.0	0	26.9557	24.3667	22.8896	21.6603	-99.0	21.2126
W1m0m1_145193	34.67676505	-7.795132192	2.8331	0.0284788	0	0.86	0.616	1.104	1.273	0	25.5918	24.7855	23.311	22.0644	-99.0	21.4357
W1m0m1_145195	34.50904716	-7.795104808	2.07582	0.100677	0	0.51	0.312	0.708	1.091	0	25.759	23.8707	22.436	21.5192	-99.0	21.0852
W1m0m1_145337	34.45500236	-7.79469093	4.39154	0.00958192	0	0.8	0.564	1.036	1.0	0	27.2553	25.6438	23.8248	22.337	-99.0	21.5272
W1m0m1_145449	34.54974214	-7.794223258	2.84295	0.0307295	0	0.66	0.442	0.878	1.364	0	24.9732	23.7336	22.4843	21.4228	-99.0	21.0108
W1m0m1_145783	34.24629885	-7.792961364	2.28834	0.0705295	0	0.64	0.425	0.855	1.091	0	25.617	23.7914	22.3719	21.2071	-99.0	20.7692
W1m0m1_145897	34.44683306	-7.791999734	2.50767	0.0284227	0	0.72	0.494	0.946	1.455	0	25.4836	24.4806	23.3019	22.1601	-99.0	21.764
W1m0m1_146386	34.657243	-7.790176814	3.29307	0.0231428	0	0.8	0.564	1.036	1.0	0	27.0228	25.6313	23.5462	22.368	-99.0	21.8345
W1m0m1_146393	34.37378489	-7.790184848	2.79507	0.0278074	0	0.26	0.095	0.44	1.455	0	24.8883	23.5296	22.5806	22.1757	-99.0	21.8215
W1m0m1_146403	34.5376406	-7.790177363	3.12239	0.0217168	0	0.73	0.503	0.957	1.091	0	26.6926	25.0199	23.8546	22.4837	-99.0	21.7534
W1m0m1_146431	34.62444234	-7.789632658	3.6427	0.0263029	0	0.55	0.346	0.754	1.273	0	25.5616	24.0916	22.7515	21.9503	-99.0	21.4368
W1m0m1_146570	34.6024008	-7.79117573	4.58676	0.0286317	0	0.59	0.381	0.799	1.364	0	23.2174	22.0398	20.7093	19.8138	-99.0	19.44
W1m0m1_146591	34.12250399	-7.788947314	2.5678	0.0292897	0	0.98	0.72	1.24	1.091	0	26.2636	25.491	23.3972	22.1709	-99.0	21.3033
W1m0m1_146783	34.38100008	-7.788793651	3.344	0.0233835	0	0.22	0.06	0.38	1.182	0	25.4174	23.8911	22.8322	22.3535	-99.0	22.2911
W1m0m1_146862	34.44136068	-7.788716715	2.40012	0.088838	0	0.24	0.077	0.41	1.182	0	23.9896	22.5083	21.3974	20.9444	-99.0	20.7038
W1m0m1_146884	34.36303562	-7.787596291	2.18744	0.0584084	0	0.58	0.373	0.787	1.0	0	26.5097	24.2255	22.7165	21.5666	-99.0	21.0828
W1m0m1_147202	34.86732344	-7.786622043	3.95501	0.0284909	0	0.45	0.26	0.64	1.182	0	24.9613	23.2285	22.0101	21.3278	-99.0	20.9637
W1m0m1_147259	34.36637672	-7.786639115	3.19594	0.0303092	0	0.54	0.338	0.742	1.0	0	99.0	23.897	22.4401	21.4089	-99.0	21.0951
W1m0m1_147536	34.72289159	-7.785250999	3.20688	0.0266444	0	1.01	0.746	1.274	1.182	0	25.4556	24.9052	23.3714	22.1249	-99.0	21.3068
W1m0m1_147609	34.83677436	-7.784482979	2.15777	0.068082	0	0.3	0.129	0.471	1.273	0	25.4444	23.9483	22.8455	22.4137	-99.0	21.9587
W1m0m1_147784	34.72149305	-7.784384461	3.14058	0.0337011	0	0.81	0.572	1.048	1.0	0	99.0	24.7667	22.747	21.5042	-99.0	20.7169
W1m0m1_147908	34.30107569	-7.783669069	3.23595	0.028635	0	0.3	0.129	0.5	1.455	0	23.9474	22.6169	21.7082	21.1808	-99.0	20.8089
W1m0m1_147948	34.11384346	-7.783001463	2.29652	0.0873796	0	0.55	0.346	0.754	1.0	0	27.3345	23.6492	22.2246	21.2891	-99.0	20.9385
W1m0m1_148020	34.31683301	-7.782494328	2.51035	0.0292347	0	0.81	0.572	1.048	1.0	0	99.0	25.6017	23.7161	22.3484	-99.0	21.5173
W1m0m1_148163	34.40210458	-7.783254503	4.22935	0.0283027	0	0.5	0.303	0.697	1.455	0	24.5069	23.227	21.9991	21.2861	-99.0	20.9567
W1m0m1_148208	34.67760048	-7.781822363	2.19691	0.105085	0	0.58	0.373	0.787	1.182	0	26.3971	24.8604	23.4613	22.4248	-99.0	22.1496
W1m0m1_148215	34.07070749	-7.782862513	3.4254	0.0285688	0	0.53	0.329	0.731	1.364	0	24.5185	23.2299	21.9576	21.2178	-99.0	20.7468
W1m0m1_148414	34.29844712	-7.781538354	2.57323	0.0302974	0	0.56	0.355	0.765	1.091	0	25.3507	23.3093	21.877	20.8507	-99.0	20.472
W1m0m1_148523	34.55557857	-7.781048266	3.27599	0.0286965	0	0.69	0.468	0.912	1.091	0	26.3057	24.727	23.019	21.8619	-99.0	21.4483
W1m0m1_148953	34.59417076	-7.778702314	2.92171	0.0292796	0	0.59	0.381	0.799	1.364	0	25.6222	24.0852	23.088	22.0847	-99.0	21.6583
W1m0m1_148994	34.47861451	-7.778471404	2.48296	0.0334453	0	0.79	0.555	1.025	1.182	0	26.0046	24.9584	23.4088	22.1029	-99.0	21.6367
W1m0m1_149030	34.35452941	-7.780320685	4.27879	0.028558	0	0.55	0.346	0.754	1.455	0	23.9926	22.7768	21.6031	20.8163	-99.0	20.4314
W1m0m1_149410	34.43818499	-7.777600582	3.29116	0.0282846	0	0.48	0.286	0.674	1.091	0	25.8261	24.0088	22.5272	21.8104	-99.0	21.2428
W1m0m1_149560	34.90284235	-7.776288567	3.10195	0.0275255	0	1.01	0.746	1.34	1.455	0	24.9705	24.4251	23.4246	22.2822	-99.0	21.4714
W1m0m1_149848	34.65424321	-7.775043194	2.1811	0.0311574	0	0.61	0.399	0.821	1.0	0	99.0	25.1021	23.6107	22.4858	-99.0	21.9494
W1m0m1_150106	34.46290447	-7.774075804	2.50364	0.0302206	0	0.52	0.32	0.72	1.091	0	26.066	24.2531	22.6594	21.7852	-99.0	21.4078
W1m0m1_150333	34.96433287	-7.773303933	2.23349	0.147775	0	0.3	0.129	0.471	1.0	0	24.6452	22.8653	21.6376	21.0988	-99.0	20.7904
W1m0m1_150434	34.38559058	-7.772441914	2.07964	0.227757	0	0.73	0.503	0.957	1.0	0	99.0	25.0878	23.4743	22.0476	-99.0	21.4428
W1m0m1_150747	34.29591591	-7.771050062	2.12587	0.503096	0	0.91	0.659	1.161	1.091	0	26.7615	25.6111	23.6607	22.4747	-99.0	21.5559
W1m0m1_150857	34.2506179	-7.770776162	2.23218	0.0610896	0	0.51	0.312	0.708	1.455	0	24.9301	23.6898	22.4343	21.6868	-99.0	21.4164
W1m0m1_150934	34.7879541	-7.771461622	3.23781	0.0297488	0	0.51	0.312	0.708	1.455	0	23.4672	22.3107	20.9581	20.2831	-99.0	19.9223
W1m0m1_151475	34.67018081	-7.76837909	3.04553	0.0289779	0	0.65	0.433	0.867	1.455	0	24.4484	23.3793	22.1429	21.1523	-99.0	20.8121
W1m0m1_151569	34.43176224	-7.767539429	2.63731	0.0276927	0	0.19	0.034	0.35	1.0	0	25.287	23.6064	22.7001	22.2109	-99.0	21.9801
W1m0m1_151846	34.44206969	-7.766864375	3.75786	0.0286963	0	0.24	0.077	0.42	1.091	0	22.9566	21.3893	20.3181	19.8003	-99.0	19.4947
W1m0m1_152050	34.40062999	-7.765591682	2.59008	0.0314718	0	0.78	0.546	1.014	1.091	0	26.5589	25.0688	23.4988	22.2791	-99.0	21.5936
