id	ALPHA_J2000	DELTA_J2000	FLUX_RADIUS	CLASS_STAR	fitclass	Z_B	Z_B_MIN	Z_B_MAX	T_B	star_flag	MAG_u	MAG_g	MAG_r	MAG_i	MAG_y	MAG_z
W1m0m1_152068	34.09052004	-7.766155953	2.82962	0.029124	0	0.19	0.034	0.346	1.091	0	22.3286	20.8052	19.8646	19.4184	-99.0	19.1777
W1m0m1_152091	34.46525209	-7.76637391	3.0528	0.0331628	0	0.18	0.025	0.335	1.091	0	23.2465	21.6363	20.7328	20.3181	-99.0	20.0023
W1m0m1_152327	34.61262676	-7.764528206	2.30506	0.0728524	0	0.57	0.364	0.776	1.182	0	25.3185	23.6691	22.2028	21.2487	-99.0	20.8549
W1m0m1_152360	34.36592618	-7.764000595	2.15041	0.316251	0	0.46	0.268	0.652	1.0	0	26.605	23.8633	22.3968	21.7378	-99.0	21.4516
W1m0m1_152573	34.28581851	-7.763002655	3.33199	0.0267086	0	0.93	0.677	1.183	1.091	0	26.4148	25.5621	23.6323	22.2535	-99.0	21.6112
W1m0m1_152636	34.36644817	-7.762916943	2.42612	0.0298914	0	0.63	0.416	0.844	1.091	0	26.7479	24.5839	23.0986	21.927	-99.0	21.4647
W1m0m1_152648	34.65081979	-7.762710723	2.2134	0.134567	0	0.75	0.52	0.98	1.182	0	26.3402	25.057	23.5738	22.2698	-99.0	21.7832
W1m0m1_152673	34.26778349	-7.762460452	3.2176	0.0278768	0	0.67	0.451	0.889	1.455	0	25.5477	24.3646	23.2778	22.2849	-99.0	21.8637
W1m0m1_152677	34.76103163	-7.764412322	3.12879	0.0313198	0	0.32	0.147	0.493	1.0	0	23.6106	21.7739	20.4122	19.8638	-99.0	19.5586
W1m0m1_152706	34.59441564	-7.763874573	4.28743	0.0286073	0	0.57	0.364	0.776	1.455	0	23.809	22.5854	21.3987	20.5727	-99.0	20.172
W1m0m1_153006	34.75771146	-7.761195562	2.13659	0.105892	0	0.88	0.633	1.127	1.091	0	26.6571	25.563	23.8064	22.4204	-99.0	21.7175
W1m0m1_153080	34.56290766	-7.760751606	2.17275	0.58449	0	0.66	0.442	0.878	1.273	0	26.0308	24.7255	23.4824	22.3953	-99.0	21.9951
W1m0m1_153258	34.4329613	-7.759935628	1.88757	0.977112	0	0.64	0.425	0.855	1.455	0	24.9762	23.8609	22.6006	21.6384	-99.0	21.2523
W1m0m1_153309	34.47029089	-7.759741409	2.86962	0.0299853	0	0.75	0.52	0.98	1.273	0	25.2964	24.0782	22.9095	21.592	-99.0	21.0455
W1m0m1_153439	34.6107863	-7.759342512	2.59343	0.0318833	0	0.57	0.364	0.776	1.182	0	25.4299	23.7623	22.399	21.4676	-99.0	20.9679
W1m0m1_153578	34.92985464	-7.759195972	2.86504	0.0315888	0	0.37	0.19	0.55	1.0	0	24.2077	22.2133	20.7563	20.1494	-99.0	19.7805
W1m0m1_153708	34.91774741	-7.7578202	2.07069	0.261945	0	0.42	0.234	0.606	1.0	0	26.8159	24.635	23.1686	22.4281	-99.0	22.0801
W1m0m1_153752	34.3545238	-7.758263612	2.02116	0.937116	0	0.34	0.164	0.516	1.091	0	24.8233	23.1274	21.7952	21.2187	-99.0	20.9212
W1m0m1_153853	34.08413471	-7.757400048	2.33499	0.046168	0	0.61	0.399	0.821	1.0	0	99.0	24.2609	22.6172	21.4733	-99.0	21.0771
W1m0m1_153859	34.84102029	-7.758133771	3.81043	0.0253898	0	0.9	0.651	1.149	1.091	0	26.066	24.9221	23.182	21.9307	-99.0	20.9776
W1m0m1_154115	34.75428457	-7.756799881	2.26126	0.145401	0	0.21	0.051	0.37	1.091	0	23.9281	22.3501	21.3682	20.9073	-99.0	20.6052
W1m0m1_154289	34.86697338	-7.755700608	2.14886	0.715754	0	0.73	0.503	0.957	1.091	0	26.4601	24.8151	23.4928	22.0126	-99.0	21.4729
W1m0m1_154309	34.69438031	-7.756745907	3.00186	0.0290048	0	0.56	0.355	0.765	1.364	0	24.0413	22.814	21.4916	20.6431	-99.0	20.304
W1m0m1_154343	34.30194475	-7.756749479	5.40824	0.0237795	0	0.7	0.477	0.923	1.0	0	26.9516	24.2983	22.6735	21.3141	-99.0	20.826
W1m0m1_154371	34.51175719	-7.755960244	2.81261	0.0300156	0	0.71	0.485	0.935	1.091	0	25.9205	24.1256	22.7336	21.4317	-99.0	20.8711
W1m0m1_154465	34.05891308	-7.755502342	2.99175	0.0296343	0	0.51	0.312	0.708	1.091	0	24.9054	23.1243	21.5699	20.7042	-99.0	20.2567
W1m0m1_155076	34.83921619	-7.75286883	2.5552	0.0324931	0	0.92	0.668	1.21	1.182	0	26.0133	25.175	23.5498	22.4302	-99.0	21.4546
W1m0m1_155556	34.87117216	-7.751372148	3.58455	0.0286371	0	0.44	0.25	0.629	1.364	0	23.7712	22.3323	21.0753	20.4941	-99.0	20.0342
W1m0m1_155710	34.36029964	-7.75046129	2.91954	0.0276448	0	0.56	0.355	0.765	1.364	0	25.7103	24.0297	23.1677	22.1876	-99.0	21.8848
W1m0m1_155859	34.39477549	-7.74980223	2.67467	0.0324877	0	0.78	0.546	1.014	1.182	0	25.6226	24.5014	23.1032	21.848	-99.0	21.2778
W1m0m1_155882	34.6469794	-7.749776581	2.92627	0.0282431	0	0.86	0.616	1.13	1.182	0	25.8453	24.9515	23.5801	22.2262	-99.0	21.5861
W1m0m1_156033	34.30699914	-7.749139782	2.64088	0.0310951	0	0.8	0.564	1.036	1.364	0	25.3893	24.6044	23.0886	22.0056	-99.0	21.541
W1m0m1_156145	34.29037313	-7.749015202	2.29118	0.199814	0	0.69	0.468	0.912	1.364	0	25.1566	23.9409	22.8282	21.7118	-99.0	21.3107
W1m0m1_156332	34.39890369	-7.747878634	2.86078	0.0254844	0	0.73	0.503	0.957	1.364	0	26.0526	24.6908	23.8037	22.4707	-99.0	22.0804
W1m0m1_156453	34.29625417	-7.747460627	3.45905	0.0284502	0	0.58	0.373	0.787	1.182	0	25.195	23.6099	22.3339	21.3517	-99.0	20.8774
W1m0m1_156546	34.34686376	-7.747242819	2.16842	0.430113	0	0.28	0.112	0.448	1.091	0	24.3284	22.5994	21.419	20.9146	-99.0	20.6404
W1m0m1_156649	34.350501	-7.747364233	3.31483	0.028726	0	0.34	0.164	0.516	1.364	0	23.0543	21.7407	20.5941	20.0624	-99.0	19.7681
W1m0m1_156706	34.08863122	-7.746970833	3.46479	0.0293782	0	0.71	0.485	0.935	1.182	0	25.4402	24.1049	22.7582	21.4643	-99.0	21.0816
W1m0m1_156771	34.95052421	-7.74646249	2.78896	0.0300307	0	0.31	0.138	0.482	1.0	0	23.6354	21.7629	20.4724	19.917	-99.0	19.588
W1m0m1_157026	34.88481289	-7.744730623	2.4984	0.148779	0	0.8	0.564	1.036	1.273	0	25.9877	25.0433	23.5391	22.4576	-99.0	21.8774
W1m0m1_157068	34.5912957	-7.744760133	2.98634	0.0273049	0	0.64	0.425	0.855	1.273	0	25.798	24.6036	23.0901	22.2492	-99.0	21.6725
W1m0m1_157095	34.65238443	-7.744712212	2.1009	0.577056	0	0.85	0.607	1.093	1.091	0	26.4762	25.2403	23.3501	22.1475	-99.0	21.4025
W1m0m1_157132	34.55234028	-7.744394342	2.09308	0.0895466	0	0.53	0.329	0.731	1.0	0	99.0	24.7332	23.2833	22.3717	-99.0	21.8432
W1m0m1_157350	34.40659148	-7.743859819	2.71471	0.0376768	0	0.78	0.546	1.014	1.091	0	25.7753	24.2269	22.738	21.5281	-99.0	20.7439
W1m0m1_157405	34.86039233	-7.744286848	2.3631	0.211788	0	0.33	0.155	0.505	1.0	0	24.395	22.4797	21.1337	20.5848	-99.0	20.2806
W1m0m1_157571	34.05760805	-7.742324552	3.08536	0.025831	0	0.66	0.442	0.878	1.0	0	99.0	25.2686	23.4001	22.3749	-99.0	21.8877
W1m0m1_157786	34.90743197	-7.741899715	2.82998	0.0314114	0	0.56	0.355	0.765	1.091	0	26.3271	24.2487	22.9203	21.7674	-99.0	21.5274
W1m0m1_157798	34.8753331	-7.742195635	2.40646	0.145103	0	0.53	0.329	0.731	1.091	0	25.4211	23.4302	22.0214	21.0687	-99.0	20.6422
W1m0m1_158117	34.05793741	-7.740682224	2.71652	0.0368723	0	0.54	0.338	0.742	1.091	0	25.6345	23.6155	22.0948	21.1555	-99.0	20.8117
W1m0m1_158166	34.0863046	-7.740507681	3.18689	0.0286767	0	0.54	0.338	0.742	1.364	0	24.6379	23.2844	21.9535	21.1366	-99.0	20.7511
W1m0m1_158184	34.40096165	-7.740133079	3.68631	0.0270216	0	0.84	0.598	1.082	1.0	0	26.6863	25.3274	23.3923	22.0617	-99.0	21.2019
W1m0m1_158280	34.65025862	-7.739177783	2.25431	0.0417571	0	0.87	0.624	1.116	1.091	0	26.5493	25.4459	23.6658	22.4625	-99.0	21.7085
W1m0m1_158293	34.67914757	-7.739150078	2.66908	0.0323075	0	0.88	0.633	1.25	1.273	0	25.6379	24.671	23.5582	22.3917	-99.0	21.5194
W1m0m1_158360	34.55845083	-7.739833884	3.20663	0.0284674	0	0.35	0.173	0.527	1.273	0	24.782	23.2973	22.0851	21.5359	-99.0	21.1986
W1m0m1_158500	34.86823078	-7.738532718	2.71544	0.0296043	0	0.22	0.06	0.39	1.091	0	24.115	22.518	21.4982	21.0263	-99.0	20.7189
W1m0m1_158657	34.35287773	-7.737655775	2.24026	0.0890211	0	0.61	0.399	0.821	1.0	0	99.0	24.4695	23.0687	21.8087	-99.0	21.3844
W1m0m1_158787	34.39628335	-7.73744286	2.39392	0.0866157	0	0.69	0.468	0.912	1.091	0	26.5224	24.7385	23.0754	21.8874	-99.0	21.4205
W1m0m1_158863	34.33737903	-7.737845838	4.17984	0.0270706	0	0.66	0.442	0.878	1.182	0	25.5349	24.0517	22.756	21.6459	-99.0	21.152
W1m0m1_158874	34.82866335	-7.737001642	2.05368	0.224238	0	0.58	0.373	0.787	1.182	0	25.7737	24.2335	22.7722	21.8591	-99.0	21.3818
W1m0m1_158921	34.10540791	-7.736481915	2.44428	0.0322313	0	0.58	0.373	0.787	1.091	0	26.3644	24.6012	23.1397	22.1859	-99.0	21.6355
W1m0m1_159127	34.29976902	-7.735760429	4.15394	0.0202504	0	0.7	0.477	0.923	1.182	0	25.9109	24.3495	23.2545	22.0375	-99.0	21.4938
W1m0m1_159349	34.05085845	-7.734503843	2.25859	0.0976992	0	0.54	0.338	0.742	1.273	0	26.1444	24.5692	23.2447	22.3224	-99.0	22.002
W1m0m1_159403	34.86032782	-7.734633329	2.70907	0.029748	0	0.8	0.564	1.036	1.091	0	26.5621	24.8517	23.2532	22.0373	-99.0	21.1327
W1m0m1_159721	34.75163058	-7.733410607	2.50511	0.0769585	0	0.51	0.312	0.708	1.364	0	25.2229	23.83	22.5001	21.7515	-99.0	21.3484
W1m0m1_159793	34.05589725	-7.732762607	2.19926	0.0633747	0	0.64	0.425	0.855	1.273	0	25.2397	23.9563	22.4717	21.4544	-99.0	21.0711
W1m0m1_159969	34.09901371	-7.73191459	2.1969	0.036954	0	0.5	0.303	0.697	1.091	0	26.3897	24.5021	23.0983	22.2784	-99.0	21.793
W1m0m1_159985	34.28042785	-7.732079535	2.10546	0.0474529	0	0.76	0.529	0.991	1.0	0	99.0	25.4931	23.5594	22.4549	-99.0	21.8146
W1m0m1_160440	34.56476857	-7.730144947	2.62448	0.0339995	0	0.43	0.242	0.618	1.273	0	25.6635	24.2915	22.9075	22.3137	-99.0	22.0321
W1m0m1_160547	34.89939281	-7.729167319	4.09085	0.0146961	0	0.78	0.546	1.014	1.182	0	26.2731	25.0813	23.689	22.2564	-99.0	21.7126
W1m0m1_160599	34.94926146	-7.7289495	2.65322	0.0349714	0	0.9	0.651	1.19	1.182	0	26.0405	25.1111	23.546	22.4355	-99.0	21.4884
W1m0m1_160602	34.0872013	-7.72936776	2.86893	0.0319275	0	0.73	0.503	0.957	1.182	0	25.5947	24.2874	23.0068	21.7154	-99.0	21.2214
W1m0m1_160616	34.34178928	-7.729446661	2.71869	0.0329602	0	0.59	0.381	0.799	1.182	0	25.6473	23.9131	22.5261	21.4484	-99.0	21.0875
W1m0m1_160641	34.59164862	-7.728990487	2.8973	0.0298525	0	0.81	0.572	1.048	1.364	0	25.7423	24.8945	23.5359	22.38	-99.0	21.8321
W1m0m1_160999	34.42235445	-7.727992913	2.18366	0.120637	0	0.48	0.286	0.674	1.091	0	25.5458	23.4699	22.0466	21.2931	-99.0	20.9211
W1m0m1_161560	34.39657649	-7.72576875	3.68963	0.0276982	0	0.79	0.555	1.025	1.182	0	25.6356	24.4486	23.0716	21.8129	-99.0	21.1596
W1m0m1_161981	34.45085942	-7.723248377	2.32802	0.0467656	0	0.77	0.538	1.002	1.0	0	26.7526	24.9012	23.1917	21.9385	-99.0	21.1202
W1m0m1_162289	34.92486971	-7.721435737	2.313	0.0577945	0	0.58	0.373	0.787	1.0	0	99.0	24.3149	22.9492	21.8331	-99.0	21.3328
W1m0m1_162497	34.66258426	-7.721010688	2.47555	0.0313741	0	0.78	0.546	1.014	1.182	0	25.7891	24.586	23.1936	22.0459	-99.0	21.4027
W1m0m1_162517	34.55818697	-7.720589873	2.89702	0.0285746	0	0.43	0.242	4.14	1.0	0	99.0	24.1545	22.7529	22.0118	-99.0	21.8967
W1m0m1_162606	34.02881027	-7.71997084	2.09165	0.048481	0	0.66	0.442	0.878	1.091	0	26.8022	24.621	23.1655	21.8919	-99.0	21.374
W1m0m1_162930	34.572748	-7.719142936	2.69018	0.0285718	0	0.37	0.19	0.55	1.182	0	25.1786	23.6083	22.2763	21.7198	-99.0	21.3953
W1m0m1_163153	34.44398695	-7.717791212	1.87688	0.958807	0	0.89	0.642	1.27	1.455	0	24.5728	23.7911	22.7727	21.6348	-99.0	20.876
W1m0m1_163202	34.26556542	-7.718072953	2.98184	0.0296066	0	0.89	0.642	1.138	1.091	0	25.6026	24.5706	22.8797	21.5212	-99.0	20.7894
W1m0m1_163404	34.86014479	-7.71651933	2.6653	0.0281949	0	0.44	0.251	0.629	1.273	0	25.5417	23.9768	22.6336	22.0193	-99.0	21.633
W1m0m1_163585	34.488762	-7.715995984	2.6293	0.0302745	0	0.57	0.364	0.776	1.0	0	99.0	24.9215	23.3533	22.2834	-99.0	21.8718
W1m0m1_163736	34.56542458	-7.715107286	1.9497	0.199998	0	0.42	0.234	0.606	1.0	0	26.6236	24.3407	22.8261	22.2051	-99.0	21.7592
W1m0m1_163790	34.26094734	-7.714835136	2.22119	0.0452284	0	0.96	0.703	1.26	1.455	0	25.2138	24.8084	23.6125	22.3827	-99.0	21.7904
W1m0m1_163793	34.05217567	-7.715201552	3.40048	0.0283436	0	0.52	0.32	0.72	1.364	0	25.1135	23.6479	22.4786	21.6433	-99.0	21.2897
W1m0m1_164332	34.6514048	-7.713147388	3.10462	0.029986	0	0.33	0.155	0.51	1.455	0	24.0769	22.8026	21.7354	21.2222	-99.0	20.9478
W1m0m1_164386	34.59037682	-7.712001951	2.74004	0.0280397	0	0.46	0.268	0.652	1.0	0	27.2097	24.2007	22.7549	22.1335	-99.0	21.7509
W1m0m1_164991	34.58806291	-7.708819786	2.90665	0.0272746	0	0.48	0.28	0.674	1.364	0	25.5003	24.0633	22.8734	22.2435	-99.0	21.7597
W1m0m1_165168	34.54285291	-7.708652511	2.59946	0.0447658	0	0.85	0.607	1.093	1.182	0	24.8681	24.0105	22.4858	21.3063	-99.0	20.6557
W1m0m1_165287	34.61300314	-7.708189459	1.96775	0.971731	0	0.11	0.0	0.27	1.182	0	23.2294	21.7302	21.0447	20.6792	-99.0	20.4603
W1m0m1_165336	34.50235452	-7.708465208	4.12184	0.0277539	0	0.53	0.329	0.731	1.273	0	25.2657	23.781	22.5388	21.6119	-99.0	21.3613
W1m0m1_165554	34.48644337	-7.70650059	2.5477	0.0305776	0	0.61	0.399	0.821	1.091	0	26.4842	24.432	22.8767	21.7877	-99.0	21.4002
W1m0m1_165617	34.57179329	-7.706216242	2.12358	0.21178	0	0.41	0.225	0.595	1.0	0	25.7685	23.5719	21.9838	21.3975	-99.0	21.0416
W1m0m1_165841	34.57590646	-7.705244741	3.08601	0.0288056	0	0.55	0.346	0.754	1.0	0	27.4585	23.6779	22.2464	21.3251	-99.0	20.9522
W1m0m1_165872	34.31156083	-7.704730694	2.20082	0.0486641	0	0.68	0.459	0.901	1.182	0	26.0654	24.6109	23.0366	21.8494	-99.0	21.4704
W1m0m1_165887	34.28457442	-7.704503085	2.59532	0.026887	0	0.58	0.373	0.787	1.455	0	25.7484	24.2952	23.3573	22.4427	-99.0	22.0207
W1m0m1_165996	34.81775455	-7.704318079	2.59016	0.0323418	0	0.84	0.598	1.082	1.364	0	25.2421	24.3503	23.1801	22.0521	-99.0	21.3844
W1m0m1_166128	34.90719662	-7.70308903	2.34728	0.0391348	0	0.76	0.529	0.991	1.0	0	99.0	25.3657	23.694	22.4321	-99.0	21.5751
W1m0m1_166190	34.68836582	-7.703277281	4.19257	0.0297978	0	0.81	0.572	1.048	1.0	0	26.4753	25.0197	23.1346	21.8031	-99.0	21.0759
W1m0m1_166268	34.75522239	-7.70279303	2.25184	0.108929	0	0.52	0.32	0.72	1.0	0	27.0828	24.514	22.9906	21.9996	-99.0	21.6141
W1m0m1_166409	34.46186115	-7.702985209	4.0058	0.0286036	0	0.67	0.451	0.889	1.182	0	24.9891	23.4908	22.1386	20.9214	-99.0	20.5365
W1m0m1_166521	34.87314997	-7.701898075	2.52405	0.033834	0	0.58	0.373	0.787	1.0	0	26.3882	23.4171	21.8313	20.7983	-99.0	20.3373
W1m0m1_166530	34.82344748	-7.701824376	3.78651	0.0282168	0	0.55	0.346	0.754	1.091	0	26.0327	23.8894	22.334	21.4328	-99.0	21.0191
W1m0m1_166703	34.96035167	-7.700463357	2.27154	0.102439	0	0.49	0.294	0.686	1.0	0	26.4016	23.9413	22.5161	21.5171	-99.0	21.1008
W1m0m1_166772	34.69306811	-7.700575593	4.52549	0.0285924	0	0.55	0.346	0.754	1.364	0	24.0669	22.7952	21.4042	20.6372	-99.0	20.1483
W1m0m1_166773	34.44565993	-7.701757251	3.31093	0.028685	0	0.42	0.234	0.606	1.182	0	23.5085	21.8798	20.5199	19.8798	-99.0	19.5289
W1m0m1_166967	34.13849642	-7.699262905	3.16626	0.0291012	0	0.6	0.39	0.81	1.091	0	26.2492	24.4003	22.9016	21.7631	-99.0	21.4539
W1m0m1_167076	34.10328122	-7.698938244	2.20552	0.0727438	0	0.53	0.329	0.731	1.0	0	26.7719	24.006	22.6048	21.5929	-99.0	21.1481
W1m0m1_167506	34.55975941	-7.69725373	2.99745	0.0296899	0	0.4	0.216	0.584	1.0	0	25.294	23.1666	21.6725	20.98	-99.0	20.6539
W1m0m1_167697	34.83832205	-7.695910953	4.23165	0.0285177	0	0.71	0.485	0.935	1.364	0	24.7353	23.6026	22.3771	21.2543	-99.0	20.7881
W1m0m1_167723	34.33541857	-7.696431886	3.5673	0.0290717	0	0.55	0.346	0.754	1.455	0	23.6113	22.3669	21.1381	20.2598	-99.0	20.0102
W1m0m1_167866	34.36203466	-7.695203012	3.625	0.0286086	0	0.61	0.399	0.821	1.455	0	24.1942	23.1133	21.7896	20.9108	-99.0	20.535
W1m0m1_168104	34.65264594	-7.693588595	3.52231	0.028922	0	0.6	0.39	0.81	1.455	0	24.4324	23.2621	22.0607	21.2275	-99.0	20.7313
W1m0m1_168163	34.47358165	-7.692669482	2.3448	0.0400689	0	0.94	0.685	1.195	1.091	0	26.2257	25.2889	23.2493	22.0206	-99.0	21.2128
W1m0m1_168239	34.02984255	-7.692062994	2.79466	0.0268769	0	0.72	0.494	0.946	1.091	0	26.7599	25.1643	23.6719	22.4734	-99.0	21.8671
W1m0m1_168658	34.33420748	-7.689908748	2.51322	0.033945	0	0.81	0.572	1.048	1.091	0	26.0217	24.9379	23.0407	21.7996	-99.0	21.329
W1m0m1_168723	34.12569067	-7.68960261	2.70944	0.0288479	0	0.62	0.407	0.833	1.182	0	26.311	24.731	23.3283	22.3087	-99.0	21.8099
W1m0m1_168877	34.45197895	-7.688934556	2.23722	0.0771708	0	0.56	0.355	0.765	1.091	0	26.5399	24.8009	23.2605	22.2631	-99.0	21.9429
W1m0m1_169226	34.330641	-7.686950062	2.47876	0.0309357	0	0.66	0.442	0.878	1.182	0	25.9879	24.5807	23.1806	21.9696	-99.0	21.654
W1m0m1_169271	34.91870853	-7.686372716	2.52783	0.0361981	0	0.72	0.494	0.946	1.273	0	25.7184	24.4445	23.3159	22.037	-99.0	21.603
W1m0m1_169680	34.03980251	-7.684275172	2.50551	0.0314966	0	0.55	0.346	0.754	1.455	0	24.8472	23.5909	22.3621	21.5443	-99.0	21.1838
W1m0m1_169722	34.11949349	-7.684002518	3.6416	0.0267436	0	1.05	0.781	1.319	1.091	0	26.1826	25.5459	23.715	22.1671	-99.0	21.2826
W1m0m1_169902	34.05426371	-7.684960418	3.25676	0.029557	0	0.5	0.303	0.697	1.091	0	24.2556	22.302	20.8379	19.9255	-99.0	19.5869
W1m0m1_170007	34.02234709	-7.682386212	2.60063	0.0345809	0	0.52	0.32	0.72	1.0	0	26.2426	23.4517	21.9693	20.9885	-99.0	20.6034
W1m0m1_170027	34.03750252	-7.682722511	2.94827	0.0342841	0	0.59	0.381	0.799	1.182	0	24.8055	23.2184	21.8805	20.861	-99.0	20.455
W1m0m1_170089	34.7343839	-7.682424668	2.79692	0.0307582	0	0.35	0.173	0.527	1.0	0	24.2978	22.2932	20.892	20.3249	-99.0	20.0452
W1m0m1_170171	34.48431762	-7.681612609	2.80214	0.0874346	0	0.54	0.338	0.742	1.0	0	99.0	24.7265	23.3428	22.2558	-99.0	21.9393
W1m0m1_170750	34.59724711	-7.678215302	2.73063	0.0308429	0	0.28	0.112	0.46	1.364	0	23.9882	22.6458	21.6239	21.1176	-99.0	20.8888
W1m0m1_170906	34.03553741	-7.67724931	4.60303	0.027639	0	0.62	0.407	0.833	1.455	0	24.7189	23.6331	22.3754	21.4698	-99.0	21.1292
W1m0m1_171481	34.0422463	-7.674044366	2.47048	0.0355443	0	0.68	0.459	0.901	1.091	0	26.735	24.7726	23.3497	21.9872	-99.0	21.6255
W1m0m1_171692	34.92561196	-7.673869571	2.88338	0.0298422	0	0.55	0.346	0.754	1.182	0	25.338	23.6013	22.3805	21.3648	-99.0	21.0361
W1m0m1_171716	34.09276871	-7.672872365	3.17777	0.0255561	0	0.63	0.416	0.844	1.182	0	26.4466	24.5528	23.3833	22.2004	-99.0	21.7134
W1m0m1_171929	34.9520374	-7.672066627	2.87372	0.0321787	0	0.94	0.685	1.21	1.455	0	25.2972	24.784	23.4619	22.4396	-99.0	21.7604
W1m0m1_172056	34.67703932	-7.671187279	2.56639	0.0292521	0	0.7	0.477	0.923	1.273	0	25.6799	24.342	23.0764	21.8859	-99.0	21.3844
W1m0m1_172162	34.13097291	-7.670442805	2.99049	0.0259613	0	0.73	0.503	0.957	1.273	0	26.0371	24.7624	23.5306	22.3388	-99.0	21.7709
W1m0m1_172255	34.08749029	-7.669973475	2.34858	0.035242	0	0.7	0.477	0.923	1.091	0	26.5418	24.8769	23.4269	22.1235	-99.0	21.6808
W1m0m1_172580	34.81694519	-7.669033989	2.60121	0.044446	0	0.79	0.555	1.025	1.091	0	25.4082	23.9683	22.2384	20.996	-99.0	20.3294
W1m0m1_172587	34.94977029	-7.66814112	2.05267	0.141742	0	0.63	0.416	0.844	1.0	0	27.3568	24.9662	23.4732	22.2796	-99.0	21.7309
W1m0m1_172801	34.97024096	-7.667067095	2.56671	0.0371541	0	0.59	0.381	0.799	1.091	0	26.5221	24.3669	22.9645	21.8575	-99.0	21.4614
W1m0m1_172811	34.02167075	-7.667663395	2.62013	0.0339968	0	0.55	0.346	0.754	1.0	0	99.0	23.6913	22.184	21.2163	-99.0	20.8206
W1m0m1_172847	34.34201204	-7.667576323	3.51691	0.0256248	0	0.6	0.39	0.81	1.0	0	99.0	24.6806	23.3117	22.1801	-99.0	21.5556
W1m0m1_172902	34.88854718	-7.66680192	2.69173	0.029764	0	0.71	0.485	0.935	1.364	0	24.4864	23.3112	22.2574	21.0696	-99.0	20.6678
W1m0m1_173164	34.03236785	-7.665011646	1.99673	0.253907	0	0.58	0.373	0.787	1.182	0	26.552	24.928	23.3972	22.3945	-99.0	22.0694
W1m0m1_173170	34.62489289	-7.665573098	2.20154	0.639142	0	0.66	0.442	0.878	1.0	0	26.8879	23.2133	21.9967	20.454	-99.0	19.7147
W1m0m1_173247	34.07564138	-7.666080047	3.31395	0.028724	0	0.59	0.381	0.799	1.091	0	25.3152	23.2017	21.6223	20.5698	-99.0	20.2005
W1m0m1_173337	34.04571625	-7.664139286	2.16845	0.0391887	0	0.52	0.32	0.72	1.091	0	26.3626	24.3626	22.9411	21.9884	-99.0	21.6312
W1m0m1_173364	34.05979887	-7.664253185	2.20386	0.0898214	0	0.58	0.373	0.787	1.091	0	25.9432	24.1226	22.6498	21.5962	-99.0	21.2049
W1m0m1_173419	34.37669354	-7.664027843	2.49924	0.0301153	0	0.71	0.485	0.935	1.364	0	25.4112	24.2354	23.1466	22.0292	-99.0	21.5689
W1m0m1_173690	34.07259079	-7.662462702	2.42081	0.0345163	0	0.56	0.355	0.765	1.091	0	26.4457	24.3482	22.8811	21.88	-99.0	21.4736
W1m0m1_173703	34.09037235	-7.662653223	4.27837	0.028641	0	0.59	0.381	0.799	1.455	0	23.8496	22.7271	21.497	20.6563	-99.0	20.2412
W1m0m1_173704	34.94277322	-7.662724375	2.76521	0.0321684	0	0.86	0.616	1.104	1.091	0	26.0491	24.8655	23.0641	21.8033	-99.0	21.0477
W1m0m1_173728	34.62233365	-7.663210439	2.43548	0.15573	0	0.32	0.147	0.493	1.0	0	24.5545	22.5491	21.3183	20.752	-99.0	20.4532
W1m0m1_173771	34.08632386	-7.662985854	3.56401	0.028756	0	0.6	0.39	0.81	1.273	0	25.0414	23.7048	22.204	21.3018	-99.0	20.8794
W1m0m1_173784	34.8301223	-7.662716332	2.98702	0.0317195	0	0.66	0.442	0.878	1.0	0	26.518	23.9744	22.5505	21.3457	-99.0	20.6212
W1m0m1_173814	34.72300168	-7.662048076	2.03912	0.167926	0	0.45	0.26	0.64	1.091	0	25.7252	23.822	22.4006	21.7201	-99.0	21.2941
W1m0m1_173883	34.02837213	-7.663519649	3.07161	0.0292989	0	0.36	0.181	0.539	1.182	0	23.0053	21.4319	20.1027	19.5012	-99.0	19.2016
W1m0m1_173885	34.96252402	-7.661719553	3.38273	0.0263279	0	0.81	0.572	1.048	1.182	0	26.0892	24.9504	23.4615	22.274	-99.0	21.5969
W1m0m1_174003	34.93354326	-7.660837187	2.17897	0.0555599	0	0.77	0.538	1.002	1.091	0	27.0842	25.3934	23.6321	22.4136	-99.0	21.8771
W1m0m1_174037	34.76509961	-7.661426376	2.88638	0.0312697	0	0.56	0.355	0.765	1.455	0	23.9978	22.7268	21.5188	20.6324	-99.0	20.3196
W1m0m1_174208	34.94629042	-7.659988618	2.28657	0.035894	0	0.64	0.425	0.855	1.455	0	24.8861	23.6609	22.5676	21.5551	-99.0	21.2064
W1m0m1_174380	34.30799512	-7.659250798	2.12615	0.239646	0	0.63	0.416	0.844	1.182	0	26.588	24.9677	23.5098	22.4888	-99.0	21.9626
W1m0m1_174508	34.72494036	-7.659533164	3.40922	0.0287724	0	0.48	0.286	0.674	1.273	0	24.3243	22.8439	21.5073	20.8514	-99.0	20.358
W1m0m1_174554	34.43654968	-7.658252759	2.17726	0.37706	0	0.84	0.598	1.082	1.091	0	26.925	25.3594	23.6932	22.4108	-99.0	21.5139
W1m0m1_174625	34.33984841	-7.658572191	2.83482	0.0306753	0	0.57	0.364	0.776	1.091	0	25.4845	23.3228	21.7966	20.7777	-99.0	20.436
